"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0568054479695428 0.0648255080135214 0.0605835335471874 0.0605885628298614 0.06 70000 0.9996 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00874197057786396 0.0116917753722892 0.0102721448751588 0.0102924449391089 0.01 70000 0.9996 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.653823477734042 0.735513893342456 0.693663064940739 0.693620074569545 0.7 70000 0.9996 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.66351174477474 0.724028261415457 0.692932564371922 0.692596266340661 0.7 70000 0.9996 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.638879745561159 0.722897845306129 0.679952396877971 0.680349336720827 0.7 70000 0.9996 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.657060664870758 0.721813082959049 0.687195011130941 0.687538491931288 0.7 70000 0.9996 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998665466282741 0.999999531571425 0.999351434225455 0.999317135650684 0.9996 70000 0.9996 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998933117737531 0.999999898618282 0.999645057234724 0.999571920737337 0.9996 70000 0.9996 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998942212572308 0.999953234279425 0.999502084987462 0.999468164249011 0.9996 70000 0.9996 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999335808705978 0.999999976237235 0.999818313660215 0.999762291712462 0.9996 70000 0.9996 "300+/1000-"
"v.efficacy" "v.efficacy" 0.511591171067115 0.65158404785549 0.580159765304384 0.581532766576797 0.6 70000 0.9996 "300+/1000-"
