"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0579007521218268 0.0661969974693166 0.0620899806556198 0.0620777100497299 0.06 70000 0.9995 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00898240359198469 0.0120745251956894 0.0104793599463684 0.0105001221183992 0.01 70000 0.9995 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.646573670570048 0.741476425032286 0.692588271870224 0.692719556980269 0.7 70000 0.9995 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.641642889989624 0.708590795235984 0.675141650260218 0.675186694454843 0.7 70000 0.9995 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.652512616030848 0.765784482479493 0.707071704097902 0.707767737186336 0.7 70000 0.9995 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.639958727514188 0.708348258686378 0.6733492442291 0.673562910628962 0.7 70000 0.9995 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99771766546898 0.999608005508836 0.998712633662871 0.998682295505641 0.9995 70000 0.9995 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998997347488182 0.999999914197201 0.999696970082206 0.99961931029443 0.9995 70000 0.9995 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998857464206643 0.99994475131685 0.999480669306421 0.999436166916503 0.9995 70000 0.9995 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999214834632195 0.999999747383399 0.999768769344039 0.999705410222451 0.9995 70000 0.9995 "30+/100-"
"v.efficacy" "v.efficacy" 0.477289653307337 0.616816289259073 0.544244930702054 0.545692327296329 0.6 70000 0.9995 "30+/100-"
