"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0545350506894609 0.066442785946465 0.060212616441069 0.0602499712492722 0.06 40000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.0062432053947485 0.0102242535304325 0.00823081904518975 0.00827159337910827 0.01 40000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.648591642375326 0.77459821364637 0.71189564981262 0.712278610530065 0.7 40000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.666330099814927 0.751685254200091 0.707284548856782 0.707164756846594 0.7 40000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.638376645381812 0.771312845783187 0.706152908346827 0.706432906413319 0.7 40000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.681835866777937 0.789673640458709 0.735980081252656 0.736313437923093 0.7 40000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997641668680301 0.999827287981613 0.998752139299482 0.998721969206203 0.999 40000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99608382842355 0.999030132508517 0.997613543533362 0.997601664586464 0.999 40000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.99817324516429 0.999989403319422 0.999133073908854 0.999084252506173 0.999 40000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998728781561357 0.999999549049537 0.999605343748086 0.999513898430029 0.999 40000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.495385066792354 0.70467197039574 0.599735656029585 0.600857712373015 0.6 40000 0.999 "30+/100-"
