"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0587577427675679 0.0622523147639425 0.0605141732815139 0.060518119627772 0.06
"Low prevalence pop" "Low prevalence pop" 0.00903515016908988 0.0105319893141491 0.0097404171919068 0.0097515016268549 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.695066110601961 0.734103707574179 0.714630489001497 0.714621224519103 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.685504585680942 0.716188707474588 0.700378106981616 0.700479046070188 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.698834324956154 0.738350707539835 0.71826347550967 0.718389162496507 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.689413699246647 0.719924469526928 0.70414359055034 0.704192300049741 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999345942403597 0.999902966280112 0.999622457243173 0.999620533943744 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999497103427241 1.0002330482116 0.999841844531514 0.999841169399342 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.999481033747905 1.00003083975284 0.999763923905806 0.999762373625141 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999364152080189 1.00013111316322 0.99975810968026 0.999758361924733 0.9999
"v.efficacy" "v.efficacy" 0.537759027817877 0.595205257858048 0.567468928115813 0.567759750818621 0.6
