"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0583742778188629 0.0659406466048175 0.0622010376594129 0.0621921085133303 0.06 1e+05 0.9994 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00906238844449992 0.0120675976241645 0.0106022214273977 0.0105964402693258 0.01 1e+05 0.9994 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.642392555661357 0.722660731812111 0.684165332193126 0.684204353771104 0.7 1e+05 0.9994 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.642634291302306 0.697656048791221 0.66895972701012 0.669261579793282 0.7 1e+05 0.9994 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.630634698803569 0.700492052882054 0.668208190112358 0.66842383450003 0.7 1e+05 0.9994 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.657536415236576 0.717652447953383 0.687464138108029 0.687310197247093 0.7 1e+05 0.9994 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999216319233004 0.999999948852686 0.999701318228389 0.999660768620705 0.9994 1e+05 0.9994 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998317894800767 0.999791999934878 0.999108875660975 0.999077977730363 0.9994 1e+05 0.9994 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998607581778745 0.999844650033258 0.999254559045113 0.999235414085618 0.9994 1e+05 0.9994 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998886749831903 0.999999753753498 0.99956064665735 0.999504730667482 0.9994 1e+05 0.9994 "300+/1000-"
"v.efficacy" "v.efficacy" 0.506628849540476 0.625473692657173 0.562530064750881 0.563227971647327 0.6 1e+05 0.9994 "300+/1000-"
