"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0462799362820915 0.0598166766691019 0.0531085707575165 0.0530191940564902 0.06 30000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00823781696746722 0.0133045898424871 0.0106083128752473 0.0106328350187631 0.01 30000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.637132860414291 0.780623630936655 0.708601253794117 0.708865703996999 0.7 30000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.634137154052176 0.767402354734751 0.698372738132822 0.699716133198724 0.7 30000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.657622094937644 0.825233718167249 0.744766650211353 0.744633936059438 0.7 30000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.637322291348393 0.751267428575079 0.693336460023891 0.694064419843081 0.7 30000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.996684569976807 0.999678715504168 0.998236564746258 0.998198865703801 0.999 30000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998393987429391 0.999999967211957 0.999531395500401 0.999394767841662 0.999 30000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998261142064989 0.999999962491449 0.999368545559332 0.999269989939047 0.999 30000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.996765861266679 0.999998775273064 0.998406252660414 0.998347394768672 0.999 30000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.498939702815856 0.768450275495435 0.635154954432763 0.637766101217244 0.6 30000 0.999 "30+/100-"
