"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0562285217013076 0.0657112531487462 0.0609555077155715 0.0610405033978463 0.06 50000 0.9994 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00835908786538579 0.012156901976555 0.0101187740698563 0.0101243818744551 0.01 50000 0.9994 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.654234723734613 0.742984784348877 0.698369591445271 0.69859814055094 0.7 50000 0.9994 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.684792780254577 0.761117940185424 0.722667503936173 0.722669986130032 0.7 50000 0.9994 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.664870595799319 0.755359122545007 0.710645781969845 0.710625833747697 0.7 50000 0.9994 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.677574321988067 0.745024417757014 0.711380948474008 0.711450605822212 0.7 50000 0.9994 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998516568853248 0.999989349643125 0.999258648695509 0.999231251983233 0.9994 50000 0.9994 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998734285518033 0.999968057141247 0.999423823806668 0.999376866969138 0.9994 50000 0.9994 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998527520056935 0.999998939586004 0.99931146390916 0.999271535798333 0.9994 50000 0.9994 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998145938180474 0.999988484233206 0.999137785916751 0.99908252916856 0.9994 50000 0.9994 "300+/1000-"
"v.efficacy" "v.efficacy" 0.513549388329721 0.676712224763932 0.5950293063034 0.596365695068926 0.6 50000 0.9994 "300+/1000-"
