"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0581855071500352 0.0671199630554277 0.0626665598231202 0.0626650648238896 0.06 60000 0.999 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00948452119247029 0.0132109011196907 0.0113162403117164 0.0113365242081282 0.01 60000 0.999 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.644914645070424 0.74020132181423 0.69243320403196 0.692644487286472 0.7 60000 0.999 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.675944299501508 0.742829886445166 0.707469595136436 0.707852421902426 0.7 60000 0.999 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.659015320275809 0.751747484093363 0.705068856336885 0.705124119263533 0.7 60000 0.999 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.701928427959454 0.768257404427846 0.735046704655856 0.735270406376771 0.7 60000 0.999 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998147129954789 0.999721377986337 0.998973125563848 0.998946397204873 0.999 60000 0.999 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998558012985467 0.99999966886897 0.999418445383936 0.999357222365496 0.999 60000 0.999 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.99828217039425 0.999950984744011 0.999121209111146 0.999094259261686 0.999 60000 0.999 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998510138838169 0.999998452521614 0.999411132113715 0.999337693511766 0.999 60000 0.999 "300+/1000-"
"v.efficacy" "v.efficacy" 0.471978902812275 0.618849714317492 0.542749351473157 0.544387465976548 0.6 60000 0.999 "300+/1000-"
