"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0552917245024061 0.0648484580193473 0.0601177523469622 0.0601726423209865 0.06 60000 0.999 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.00810073592746867 0.0117157342840702 0.00970053190637284 0.00972845998144145 0.01 60000 0.999 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.630699859040908 0.728080933392696 0.677806449543388 0.678048844934978 0.7 60000 0.999 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.666986722850166 0.753628245639228 0.70963803412738 0.710326954109896 0.7 60000 0.999 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.626099093370688 0.738048647697791 0.681380070074003 0.681818498069493 0.7 60000 0.999 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.664265845713395 0.746475937696955 0.706189616944558 0.706338353851863 0.7 60000 0.999 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998090764786968 0.999928039316827 0.999021108680443 0.998995136548008 0.999 60000 0.999 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998398025884807 0.999999642508067 0.999319579230164 0.999253058490571 0.999 60000 0.999 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998667310316715 0.999999469112463 0.999424338220119 0.999375168536286 0.999 60000 0.999 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997997484563281 0.999969501999647 0.999002155868483 0.998968150931646 0.999 60000 0.999 "30+/100-"
"v.efficacy" "v.efficacy" 0.562379855153998 0.739865229263232 0.645336066126352 0.646865240318723 0.6 60000 0.999 "30+/100-"
