"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0508915104264487 0.0627082556173318 0.0568504236137779 0.0569048762032444 0.06
"Low prevalence pop" "Low prevalence pop" 0.00729321547500579 0.0124106777831498 0.00970389750233605 0.00976834856197948 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.451524440342668 0.558461744066241 0.504935880121017 0.505082237388332 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.463265111066668 0.551832365101866 0.507465597903799 0.507705798636406 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.451807857000428 0.56769879136845 0.50775134550926 0.508761968744626 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.456796863280639 0.545952401969073 0.500797984343071 0.501114253362308 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997729120515992 0.999677309811886 0.998689251458022 0.998699555159805 0.9987
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99705308800921 0.999469465019209 0.998208587688091 0.998211377793918 0.9987
"SpStd vaccine pop" "SpStd vaccine pop" 0.998141436937445 0.999966406408174 0.999079912068327 0.999064446266399 0.9987
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997859580176199 0.999945789831552 0.998894827000682 0.998907081109558 0.9987
"v.efficacy" "v.efficacy" 0.593908273449024 0.817616931995887 0.697950220543036 0.7009614446129 0.6
