"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0544180033398779 0.0671303149935554 0.0607147738262613 0.0607521965952042 0.06
"Low prevalence pop" "Low prevalence pop" 0.00925175400273666 0.014960924498347 0.0119141341646081 0.0120180816482441 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.625127130741127 0.754454386408143 0.686025021852101 0.686046968142906 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.634124112816315 0.740945599193322 0.687185743212722 0.687833998564399 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.686799270888149 0.820729493020034 0.751750003216294 0.752263246906623 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.648152870216171 0.756834412999961 0.701777819570065 0.702207977672569 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.996680505559907 0.999358748077713 0.998012988675054 0.997993373328187 0.9987
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.996688948689418 0.999946973287142 0.998288368402966 0.998280883871582 0.9987
"SpStd vaccine pop" "SpStd vaccine pop" 0.997497169652594 1.00033344867083 0.998866259385975 0.998859236257841 0.9987
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997488701213462 1.00058303019604 0.999096409268159 0.999080311903063 0.9987
"v.efficacy" "v.efficacy" 0.56360272921575 0.788127733116423 0.671724866927862 0.675099000888688 0.75
