"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0513331972526688 0.0616460510089865 0.0565766977445949 0.0566396920664735 0.06 40000 0.9995 "1500+/5000-"
"Low prevalence pop" "Low prevalence pop" 0.00671203080506832 0.0105314647127556 0.00863806116412592 0.00867262380715277 0.01 40000 0.9995 "1500+/5000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.646381140976161 0.70413272704 0.675051384544306 0.67526573553425 0.7 40000 0.9995 "1500+/5000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.677244859952449 0.731343250452993 0.705083667697618 0.705145394509756 0.7 40000 0.9995 "1500+/5000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.670594792864468 0.728521958227933 0.700419953775674 0.700533559391998 0.7 40000 0.9995 "1500+/5000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.659462139078139 0.714955084205469 0.68868459378838 0.688621198671015 0.7 40000 0.9995 "1500+/5000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998876006004637 0.999860915881841 0.999430083099323 0.999398228927722 0.9995 40000 0.9995 "1500+/5000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997668568146713 0.999695492111707 0.998679569215769 0.998658062795929 0.9995 40000 0.9995 "1500+/5000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.998505076723055 0.9997612994851 0.999207067773678 0.99917258513738 0.9995 40000 0.9995 "1500+/5000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997704465723524 0.999535098197562 0.998673281406523 0.998639366976519 0.9995 40000 0.9995 "1500+/5000-"
"v.efficacy" "v.efficacy" 0.543830548444539 0.735222288294013 0.632739385928366 0.634261240342074 0.6 40000 0.9995 "1500+/5000-"
