"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0578364613601511 0.0656019309916557 0.0617261714470851 0.0617523240656125 0.06
"Low prevalence pop" "Low prevalence pop" 0.00914366998462744 0.0126567375605121 0.0107180151404544 0.0107745066482043 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.674911541309841 0.762574246097179 0.721158034686232 0.720845705836966 0.7
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.664871395723689 0.732503504576267 0.699613296611652 0.699665530959754 0.7
"SeStd vaccine pop" "SeStd vaccine pop" 0.659908223102319 0.74388557716619 0.702265587681908 0.702088425519578 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.639399030736338 0.707656605036424 0.672596060783242 0.672688947043089 0.7
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999266143369266 1.00053465207508 0.999918031402934 0.999908933186281 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999159882844427 1.00094132554258 1.00004047381943 1.0000275637804 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.999177864226444 1.00048742014931 0.999833948326778 0.999824096695137 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.999594326912471 1.00113476559269 1.00043051518724 1.00041981592531 0.9999
"v.efficacy" "v.efficacy" 0.527952348214386 0.653408226611195 0.581007963555002 0.582304709657944 0.6
