"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0492590396300496 0.060233653250482 0.0548820438564858 0.0549526858182262 0.06
"Low prevalence pop" "Low prevalence pop" 0.00636326325145549 0.0103822063034043 0.00834381929266823 0.0083912825403841 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.674249988175865 0.813733515707103 0.742704157454726 0.743844296690562 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.675878628511513 0.786271339834655 0.731632183547887 0.731753025946775 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.696109408333119 0.822258828450394 0.756744379481533 0.757451060860674 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.663632450404697 0.764168115717673 0.709936262239985 0.711222398412879 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.99826549387309 0.99996084087846 0.999140442203761 0.999105856731426 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997956460647246 0.999997618619303 0.999023100387206 0.998974190694948 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.997714999779758 0.999864591069343 0.998773692700106 0.998739203118803 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.99655715383628 0.999331561633873 0.998001533571983 0.997986097598485 0.999
"v.efficacy" "v.efficacy" 0.497931603685036 0.706956376796646 0.606990367001054 0.607311715154131 0.6
