"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0555296680960551 0.0782565956485447 0.0654299778721516 0.0656398019274097 0.06
"Low prevalence pop" "Low prevalence pop" 0.00865755844072235 0.0186648155910264 0.0129464387929119 0.0132561356803478 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.486722399135912 0.675453973770536 0.580099865749825 0.582287752801158 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.397660321951494 0.531045532196237 0.462070846747069 0.46271521355728 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.423893591277229 0.587140406187432 0.502259545463162 0.502968955675408 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.382520235112339 0.511130387779817 0.447907729530901 0.447608892468808 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99649784429085 0.999837340724519 0.998172986082841 0.998193201583496 0.9987
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.997340738441611 1.00127423581963 0.999290576752578 0.999329777502547 0.9987
"SpStd vaccine pop" "SpStd vaccine pop" 0.995756689253477 0.998876760878781 0.99734749888185 0.997344039184879 0.9987
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.996846509934979 1.00074640662423 0.998839071811104 0.998848109954795 0.9987
"v.efficacy" "v.efficacy" 0.401360214391954 0.700073044508268 0.549485571015651 0.55386400028342 0.75
