"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0578462721592141 0.0633538332728386 0.0606747401419837 0.0606855840257398 0.06
"Low prevalence pop" "Low prevalence pop" 0.00898212049735652 0.0116671381443574 0.0103288750417843 0.0103546924631519 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.457030800885333 0.533578197738348 0.494023081258285 0.494082462084988 0.5
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.46726446874943 0.506365017850759 0.486703086014678 0.486974045140745 0.5
"SeStd vaccine pop" "SeStd vaccine pop" 0.479687335612338 0.558330648625931 0.518657570021331 0.518731595697743 0.5
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.48500113005541 0.526220413636821 0.505538340522303 0.505703919225888 0.5
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.998716347941058 0.999311581043565 0.999015094896114 0.999011812459531 0.999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998383292059249 0.999423473576232 0.998883340722701 0.998882507461864 0.999
"SpStd vaccine pop" "SpStd vaccine pop" 0.998500501008281 0.999140575469898 0.998815373450372 0.998814244353358 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998910487088371 0.999963373777557 0.999421768559535 0.999425842138953 0.999
"v.efficacy" "v.efficacy" 0.253019435729006 0.309589134121907 0.280453673890172 0.280870114327872 0.3
