"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0521917724907077 0.0637011728277118 0.0579933676385933 0.0580035418358488 0.06 50000 0.9992 "30+/100-"
"Low prevalence pop" "Low prevalence pop" 0.0073225804990493 0.0116669033457845 0.00935148071501781 0.00940566103820744 0.01 50000 0.9992 "30+/100-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.668620625773972 0.79327883956801 0.729070914643433 0.730015892039782 0.7 50000 0.9992 "30+/100-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.664192291463365 0.769111434900798 0.718703858343932 0.719358201578256 0.7 50000 0.9992 "30+/100-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.68435921521096 0.812458414388187 0.752234603842934 0.752131156178743 0.7 50000 0.9992 "30+/100-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.60413798960356 0.697805396441926 0.65148941896219 0.652136066181645 0.7 50000 0.9992 "30+/100-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.997210100384237 0.999365369306011 0.998296945628377 0.998292844533529 0.9992 50000 0.9992 "30+/100-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.998123535830593 0.999999614162814 0.9992107712737 0.999141341352364 0.9992 50000 0.9992 "30+/100-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.997982483566963 0.999874612235142 0.998961056712694 0.998934663148741 0.9992 50000 0.9992 "30+/100-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.996924792159674 0.999548399206446 0.998320198174724 0.998295558735148 0.9992 50000 0.9992 "30+/100-"
"v.efficacy" "v.efficacy" 0.478637011831064 0.669752081503124 0.571229971813414 0.572310237766382 0.6 50000 0.9992 "30+/100-"
