"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0563660742659982 0.0633837781866583 0.0600849375565107 0.0601022176780361 0.06 90000 0.9998 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00840484451147344 0.0108190026197992 0.00963021220794303 0.00964314600764901 0.01 90000 0.9998 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.666827256362333 0.733802875877428 0.702442821527634 0.702725505163505 0.7 90000 0.9998 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.670481757275563 0.726931439420776 0.698796647845227 0.698717269964835 0.7 90000 0.9998 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.696121219296266 0.762257775713171 0.729424846028155 0.729608764690055 0.7 90000 0.9998 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.668846850238697 0.721218715740987 0.695630309167469 0.695436177600332 0.7 90000 0.9998 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.999568735795482 0.999999951847157 0.999875639575629 0.99984046005437 0.9998 90000 0.9998 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.99948265127233 0.9999999745816 0.999858713106841 0.999814964695071 0.9998 90000 0.9998 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.999461701603625 0.999999943554443 0.999841379059793 0.999797679053013 0.9998 90000 0.9998 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99896421508455 0.999958017946478 0.999515552115757 0.999483192474546 0.9998 90000 0.9998 "300+/1000-"
"v.efficacy" "v.efficacy" 0.511583514803383 0.621325043811026 0.565119725617576 0.566201316458477 0.6 90000 0.9998 "300+/1000-"
