"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0411723987062802 0.0611961083133047 0.0509111849888018 0.0510654660647304 0.06
"Low prevalence pop" "Low prevalence pop" 0.00522574341217034 0.0133294478772542 0.00884138915185833 0.00904786512071845 0.01
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.702309636594591 0.995077171046506 0.856300104857904 0.856446659656285 0.85
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.74752314025383 0.921506686458813 0.842307134855296 0.840200254763746 0.85
"SeStd vaccine pop" "SeStd vaccine pop" 0.730516345674905 1.01068607926526 0.864144522972843 0.866846809055468 0.85
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.771162376532408 0.979514152680947 0.875639614114193 0.875807035845074 0.85
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.996728884371631 1.00073359433348 0.99912135957406 0.998969078379451 0.9999
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.994721525672462 1.00044072609561 0.997867850713594 0.997756415210927 0.9999
"SpStd vaccine pop" "SpStd vaccine pop" 0.996586054728058 1.00074646280978 0.999066731655852 0.998936864649082 0.9999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997987233990016 1.00207980068343 1.00014275673208 1.0000618283317 0.9999
"v.efficacy" "v.efficacy" 0.367092536876498 0.763250726502146 0.541466118803313 0.548269818445326 0.6
