"variable" "lower" "upper" "median" "mean" "True.value" "samplesize" "spDIVA.vacc" "gold.standard"
"High prevalence pop" "High prevalence pop" 0.0519073212286465 0.058826476548876 0.0554818664419368 0.0554892349726228 0.06 90000 0.9999 "300+/1000-"
"Low prevalence pop" "Low prevalence pop" 0.00743904030696797 0.010024245987366 0.00874875724544201 0.00874198672189569 0.01 90000 0.9999 "300+/1000-"
"SeDIVA vaccine pop" "SeDIVA vaccine pop" 0.682417964494319 0.75697200630104 0.717382534123628 0.717352035145153 0.7 90000 0.9999 "300+/1000-"
"SeDIVA nonvaccine pop" "SeDIVA nonvaccine pop" 0.692942562847143 0.757474870408067 0.726191155903858 0.725704823773761 0.7 90000 0.9999 "300+/1000-"
"SeStd vaccine pop" "SeStd vaccine pop" 0.669608289123455 0.741799482951451 0.704979559144351 0.705507092975232 0.7 90000 0.9999 "300+/1000-"
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.672714036383124 0.730690534136217 0.702136930250208 0.70206405379899 0.7 90000 0.9999 "300+/1000-"
"SpDIVA vaccine pop" "SpDIVA vaccine pop" 0.99908314549193 0.999999854709539 0.999612582683158 0.999575270876503 0.9999 90000 0.9999 "300+/1000-"
"SpDIVA nonvaccine pop" "SpDIVA nonvaccine pop" 0.999108788939178 0.999999810209145 0.999677401385045 0.999624650901458 0.9999 90000 0.9999 "300+/1000-"
"SpStd vaccine pop" "SpStd vaccine pop" 0.99909278178854 0.999999615705108 0.999588275641671 0.999561030095686 0.9999 90000 0.9999 "300+/1000-"
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998487365489091 0.999930779415212 0.999245981922584 0.999224326968766 0.9999 90000 0.9999 "300+/1000-"
"v.efficacy" "v.efficacy" 0.536633922996546 0.663028664352141 0.599176625756792 0.600200840086902 0.6 90000 0.9999 "300+/1000-"
