"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0568095529187686 0.06848928342037 0.0624870504644522 0.062461595741948 0.06
"Low prevalence pop" "Low prevalence pop" 0.00736349177086843 0.012134171945765 0.00972471382605885 0.00977326937314545 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.734021397918371 0.886724380196748 0.809978108409042 0.81072204000026 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.646196695487705 0.749743641170583 0.698335037937351 0.698351743260673 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.669038948179969 0.813897932483435 0.737487605448774 0.73775960088951 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.652110848153308 0.751971404330381 0.701728949847421 0.70177283836409 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.996695920571342 0.999106474657196 0.99799916334411 0.997962438179075 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997576933897601 0.999948066906075 0.998807091423419 0.998762102243896 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.996728200012474 0.999036899473979 0.997905022843934 0.997870644763108 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.996872778102096 0.999745844446037 0.998289021178999 0.998273576598528 0.999
"v.efficacy" "v.efficacy" 0.39413774245363 0.566088321478746 0.475540145739548 0.477406142182852 0.6
