"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0548986621663364 0.0656298333083129 0.0598823530665766 0.0599503714420958 0.06
"Low prevalence pop" "Low prevalence pop" 0.00911195860616239 0.0134388213850978 0.0111925640847125 0.0112111450250933 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.660434938854814 0.794267324352966 0.726595474725323 0.727335577116133 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.656497831984245 0.749660301046084 0.701710050842905 0.701772149416427 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.65588899745849 0.778660519638855 0.715832009203734 0.716422320662994 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.676071962621785 0.764349467287821 0.72121090933754 0.721720805270943 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.998212645994964 0.999997770371349 0.999107370611374 0.999072993828798 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998148100145169 0.999998314586157 0.999194316996202 0.999129382535434 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.997704341470322 0.999854269256929 0.998825562560727 0.998788123520078 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.997269571835337 0.999849760714308 0.998611214784866 0.998591994268348 0.999
"v.efficacy" "v.efficacy" 0.469510755577624 0.646212554666215 0.558198006122721 0.558439483669267 0.6
