"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0491310483349869 0.0660864978216759 0.0577943655287271 0.0577984840610419 0.06
"Low prevalence pop" "Low prevalence pop" 0.00473849990813795 0.0108339872723075 0.00760587615021636 0.00772060663514675 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.810444678756911 0.999970591381857 0.915319478330039 0.91006264471948 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.671654667696174 0.825036858777355 0.743785859837418 0.744329553802085 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.524605132524672 0.730000515597052 0.6272569104457 0.629340688768724 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.642188840731866 0.793939070648153 0.708994134635945 0.710427109148004 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.996920246584408 0.999999672852853 0.998634778267801 0.998526145650663 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.996387668796285 0.999964657210375 0.998305455820667 0.998207097905251 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.995092929507246 0.998176581820799 0.996675329331079 0.996654542665388 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.99608868170832 0.999835369772382 0.998080926022231 0.997995376810975 0.999
"v.efficacy" "v.efficacy" 0.361267986193878 0.628890270651049 0.478768797866593 0.485199387952294 0.6
