"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0580433060556156 0.0662567435577571 0.0621375520656647 0.0621687649976705 0.06
"Low prevalence pop" "Low prevalence pop" 0.00859460856175958 0.012103796550348 0.0103491632108927 0.0103611710549323 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.690431294404448 0.8000941537885 0.747571761363843 0.747809670935144 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.661760296121327 0.733642650895744 0.697379078803563 0.697859591134192 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.668419740057905 0.768011561478659 0.720531609716442 0.721397397524887 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.663607488586507 0.729304815062212 0.695029608249174 0.6952352213925 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.997770141506144 0.999417813072229 0.998625092376039 0.998611405441723 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998391168630015 0.999995345243262 0.999203324700566 0.99917296993873 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.996872594262528 0.99869238330172 0.997802818552071 0.997783718159211 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.997823451232914 0.99978691578828 0.998849041408473 0.998829399377904 0.999
"v.efficacy" "v.efficacy" 0.461369552828796 0.5914070629176 0.526782042999323 0.527495277063197 0.6
