"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0533760096663813 0.0611667568827433 0.057046690148984 0.0570911160441276 0.06
"Low prevalence pop" "Low prevalence pop" 0.00911479124201087 0.0126616953038829 0.010818708612368 0.0108443200479127 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.64036578770448 0.730649085057982 0.684647855433688 0.685446676217316 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.680380667258239 0.754455941445961 0.71874394953662 0.718349673283182 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.653815669102801 0.759575744110071 0.707644923335707 0.708163962693511 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.656621761825503 0.725642360889325 0.692447870696057 0.692649452855958 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.997891455797 0.999556980253554 0.998737313274817 0.998723638172598 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998282393691951 0.99999734111209 0.999136582028181 0.999105892920342 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.99877154270631 0.999999440974269 0.99942213578199 0.999387047686799 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.997419970946633 0.999433114584019 0.998452114767295 0.998452499954239 0.999
"v.efficacy" "v.efficacy" 0.522182415783627 0.663822802571676 0.591643846297543 0.591891776598814 0.6
