"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0561356368988051 0.0633717053748713 0.0598342260051143 0.0598012934364078 0.06
"Low prevalence pop" "Low prevalence pop" 0.00979779191338165 0.0128566644485143 0.0113432019853119 0.0113333805792942 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.682143038714543 0.778946882020427 0.729766008354107 0.730643595466381 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.628937954127811 0.695591081053011 0.664566970942464 0.664794696737901 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.659912455293211 0.741860249736667 0.700267735905576 0.700822426488621 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.639219105931482 0.702569147728227 0.671531606951977 0.671711684698025 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.999044121199403 0.99999981823313 0.99961521091877 0.999574585387698 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998939997507301 0.999999781567529 0.999632461742332 0.999567480716626 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.997901703747926 0.999536182116919 0.998749599519107 0.9987357845673 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.998621059903604 0.999999105492424 0.999410848674436 0.999356672105207 0.999
"v.efficacy" "v.efficacy" 0.50841759752526 0.637571333719081 0.571796011532422 0.572337420098872 0.6
