"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0535810302181939 0.0630098388167563 0.0581389167714256 0.058129856735744 0.06
"Low prevalence pop" "Low prevalence pop" 0.00719791607724691 0.0108566886750595 0.00900199519041383 0.00902233975180582 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.673985154919723 0.779481934659318 0.726556748289883 0.727192162444132 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.68733821300279 0.780073759075374 0.731130747291627 0.731764354107507 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.675707154429554 0.791936585748912 0.733105407383021 0.734249448326866 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.667951895973771 0.745193039740744 0.702934714500304 0.703659656500475 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.99713138322746 0.999132106894885 0.99819859949486 0.998177239039548 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998292727975482 0.999999972265832 0.99920368926296 0.999162632251976 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.998620229172759 0.999995998271437 0.999349757840359 0.99931575924489 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.996773227476353 0.999246577723953 0.998046963464267 0.998029562776676 0.999
"v.efficacy" "v.efficacy" 0.503888068632585 0.672234149655245 0.586969997836087 0.588257386695826 0.6
