"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0577228201504027 0.0657837488087599 0.0617767673509431 0.0617909386317085 0.06
"Low prevalence pop" "Low prevalence pop" 0.00844556204158756 0.0118149763868749 0.010065791443642 0.0100781478151443 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.650396954694132 0.742405636762509 0.694818047090099 0.695502054677879 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.678097123714082 0.745650665436262 0.7120241536659 0.712235527666445 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.640365076585774 0.740727209363165 0.688337414896605 0.688152223334358 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.660571098610493 0.730704504943159 0.695303227043018 0.69560966347353 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.997854681026663 0.999536868469436 0.998667680687066 0.998658122670201 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997981110728001 0.999881992510397 0.998914764292831 0.998888578089307 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.998436716201139 0.999859595234717 0.999152183709354 0.99913440944429 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.997975283391615 0.999800546744893 0.998932103120985 0.998909496353634 0.999
"v.efficacy" "v.efficacy" 0.488129551330262 0.627328536713841 0.561074530715889 0.561783014956076 0.6
