"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0576140755413261 0.0659532848443444 0.0618986486559601 0.0619212815933262 0.06
"Low prevalence pop" "Low prevalence pop" 0.00800654527379096 0.0111396349536505 0.00954963750542036 0.00956189003402698 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.634922787924154 0.719982286200061 0.676769210712845 0.677019525649886 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.64453478430993 0.711556914760627 0.677826496791755 0.678219178404702 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.646808864754462 0.73938453498526 0.691856128884418 0.691713196072581 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.659103338374609 0.730473889815015 0.694196205564152 0.694384806493347 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.998009100777791 0.999506317272876 0.998775099927922 0.998762452808192 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.997608523005994 0.999472188909679 0.998539400125883 0.998528353961076 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.998762673816084 0.999996637591096 0.999374335558976 0.999351477840249 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.998360738966837 0.999969312669978 0.999177105663832 0.999148753218502 0.999
"v.efficacy" "v.efficacy" 0.533604392985826 0.678421641081365 0.606584215035029 0.607182159795439 0.6
