"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0541961422141346 0.0669909614911616 0.0605892239869089 0.0606453071974777 0.06
"Low prevalence pop" "Low prevalence pop" 0.00686906153451146 0.0113574656768181 0.00902218297661515 0.00907377661440243 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.573256715110974 0.706864000977654 0.634671823855425 0.635533342059434 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.67335129596428 0.783923265150371 0.728360643807217 0.72864238979381 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.634539156198407 0.802992493323483 0.720948853913215 0.720949480093276 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.62224538924095 0.727618388370438 0.675877985133209 0.676381821755896 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.996824121385147 0.99944944075816 0.998252144366137 0.998214221746298 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.99785753259723 0.999999678041736 0.999101226765974 0.999013908641211 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.998592485520669 0.999999980034346 0.999549764922261 0.999446998157233 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.99750118240166 0.999998425112053 0.998782548938243 0.998725143812752 0.999
"v.efficacy" "v.efficacy" 0.490498528380747 0.710451807827975 0.602179986315726 0.603542551393202 0.6
