"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.0592643628734871 0.0673560685006239 0.0636119350238669 0.063604300735443 0.06
"Low prevalence pop" "Low prevalence pop" 0.00983686394919825 0.0132615260268384 0.0115082555003544 0.0115105740773486 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.641084417084891 0.728170039477123 0.685088431696834 0.685322249646778 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.658563258650636 0.721093278588139 0.689589844158738 0.689870374534379 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.653910004527438 0.765015782097368 0.710751503473543 0.711107422867131 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.653458415405529 0.72648969936242 0.68813238455637 0.688753429412205 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.997554770259718 0.999395164012777 0.998484610722365 0.998472510181849 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.998026474440581 0.999987803083175 0.998986644573065 0.998956472373961 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.998755435936373 0.999999580079134 0.999380719907439 0.999358581790206 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.998785630088941 0.999999591876123 0.999534633590791 0.999470368728936 0.999
"v.efficacy" "v.efficacy" 0.492793135027733 0.62486226609574 0.553800673342568 0.55527479668513 0.6
