"variable" "lower" "upper" "median" "mean" "True.value"
"High prevalence pop" "High prevalence pop" 0.045503253593485 0.066051294525679 0.0552263259244489 0.0553067879236533 0.06
"Low prevalence pop" "Low prevalence pop" 0.00437390541607614 0.0111718247435266 0.00727435846739562 0.0074139343452909 0.01
"SeStd vaccine pop" "SeStd vaccine pop" 0.533264186957772 0.785752019553458 0.664901113761495 0.664921425531949 0.7
"SeStd nonvaccine pop" "SeStd nonvaccine pop" 0.739429513642344 0.919986321037899 0.831633417083363 0.832160183172056 0.7
"SeViva vaccine pop" "SeViva vaccine pop" 0.68764434320754 0.999645464029819 0.841614332880128 0.838441526311422 0.7
"SeViva nonvaccine pop" "SeViva nonvaccine pop" 0.663505573770548 0.856120579443262 0.756351591052193 0.756127156596226 0.7
"SpStd vaccine pop" "SpStd vaccine pop" 0.993792615905551 0.998667421441584 0.996258708004677 0.996226192567946 0.999
"SpStd nonvaccine pop" "SpStd nonvaccine pop" 0.995257764535667 0.99999581063511 0.99792253097068 0.997747186333883 0.999
"SpViva vaccine pop" "SpViva vaccine pop" 0.997302410678989 0.999999713869491 0.999193592529437 0.998972442445542 0.999
"SpViva nonvaccine pop" "SpViva nonvaccine pop" 0.996427311456896 0.999998529446798 0.99852437125218 0.998382380100396 0.999
"v.efficacy" "v.efficacy" 0.333417472742345 0.694482525821718 0.498412787891236 0.506751225856592 0.6
